temp,humidity,windspeed,count,year,month,day,hr,season_Fall,season_Spring,season_Summer,season_Winter,is_holiday_No,is_holiday_Yes,is_workingday_No,is_workingday_Yes,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Heavy Rain,weather_condition_Light Rain
8.200000000000001,40.0,22.0028,51,0,1,3,11,0,1,0,0,1,0,0,1,1,0,0,0
9.02,35.0,19.9995,61,0,1,3,12,0,1,0,0,1,0,0,1,1,0,0,0
9.84,35.0,19.0012,61,0,1,3,13,0,1,0,0,1,0,0,1,1,0,0,0
10.66,30.0,19.0012,77,0,1,3,14,0,1,0,0,1,0,0,1,1,0,0,0
10.66,30.0,16.997899999999998,72,0,1,3,15,0,1,0,0,1,0,0,1,1,0,0,0
10.66,30.0,16.997899999999998,76,0,1,3,16,0,1,0,0,1,0,0,1,1,0,0,0
9.84,30.0,15.0013,157,0,1,3,17,0,1,0,0,1,0,0,1,1,0,0,0
9.84,32.0,7.0015,157,0,1,3,18,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,0.0,110,0,1,3,19,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,7.0015,52,0,1,3,20,0,1,0,0,1,0,0,1,1,0,0,0
7.38,64.0,8.9981,52,0,1,3,21,0,1,0,0,1,0,0,1,1,0,0,0
5.74,69.0,8.9981,20,0,1,3,22,0,1,0,0,1,0,0,1,1,0,0,0
7.38,55.00000000000001,7.0015,12,0,1,3,23,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,55.00000000000001,7.0015,5,0,1,4,0,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,59.0,7.0015,2,0,1,4,1,0,1,0,0,1,0,0,1,1,0,0,0
5.74,63.0,8.9981,1,0,1,4,2,0,1,0,0,1,0,0,1,1,0,0,0
5.74,63.0,6.0032,2,0,1,4,4,0,1,0,0,1,0,0,1,1,0,0,0
4.92,68.0,7.0015,4,0,1,4,5,0,1,0,0,1,0,0,1,1,0,0,0
4.92,74.0,7.0015,36,0,1,4,6,0,1,0,0,1,0,0,1,1,0,0,0
4.92,74.0,8.9981,94,0,1,4,7,0,1,0,0,1,0,0,1,1,0,0,0
5.74,69.0,11.0014,179,0,1,4,8,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,64.0,15.0013,100,0,1,4,9,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,69.0,22.0028,42,0,1,4,10,0,1,0,0,1,0,0,1,0,1,0,0
9.02,51.0,19.9995,57,0,1,4,11,0,1,0,0,1,0,0,1,1,0,0,0
9.02,51.0,11.0014,78,0,1,4,12,0,1,0,0,1,0,0,1,1,0,0,0
9.84,56.00000000000001,12.998,97,0,1,4,13,0,1,0,0,1,0,0,1,1,0,0,0
10.66,52.0,15.0013,63,0,1,4,14,0,1,0,0,1,0,0,1,1,0,0,0
11.48,52.0,16.997899999999998,65,0,1,4,15,0,1,0,0,1,0,0,1,1,0,0,0
12.3,49.0,16.997899999999998,83,0,1,4,16,0,1,0,0,1,0,0,1,1,0,0,0
11.48,48.0,15.0013,212,0,1,4,17,0,1,0,0,1,0,0,1,1,0,0,0
10.66,48.0,12.998,182,0,1,4,18,0,1,0,0,1,0,0,1,1,0,0,0
9.84,48.0,7.0015,112,0,1,4,19,0,1,0,0,1,0,0,1,1,0,0,0
9.84,48.0,7.0015,54,0,1,4,20,0,1,0,0,1,0,0,1,1,0,0,0
9.02,64.0,0.0,48,0,1,4,21,0,1,0,0,1,0,0,1,1,0,0,0
9.02,64.0,6.0032,35,0,1,4,22,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,69.0,6.0032,11,0,1,4,23,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,64.0,0.0,6,0,1,5,0,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,74.0,6.0032,6,0,1,5,1,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,74.0,6.0032,2,0,1,5,2,0,1,0,0,1,0,0,1,1,0,0,0
9.84,48.0,15.0013,2,0,1,5,4,0,1,0,0,1,0,0,1,1,0,0,0
9.02,47.0,11.0014,3,0,1,5,5,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,15.0013,33,0,1,5,6,0,1,0,0,1,0,0,1,1,0,0,0
7.38,43.0,12.998,88,0,1,5,7,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,40.0,19.9995,195,0,1,5,8,0,1,0,0,1,0,0,1,1,0,0,0
9.02,37.0,22.0028,115,0,1,5,9,0,1,0,0,1,0,0,1,1,0,0,0
9.02,37.0,22.0028,57,0,1,5,10,0,1,0,0,1,0,0,1,1,0,0,0
10.66,33.0,22.0028,46,0,1,5,11,0,1,0,0,1,0,0,1,1,0,0,0
10.66,33.0,22.0028,79,0,1,5,12,0,1,0,0,1,0,0,1,1,0,0,0
11.48,30.0,19.9995,71,0,1,5,13,0,1,0,0,1,0,0,1,1,0,0,0
12.3,28.000000000000004,12.998,62,0,1,5,14,0,1,0,0,1,0,0,1,1,0,0,0
12.3,28.000000000000004,12.998,62,0,1,5,15,0,1,0,0,1,0,0,1,1,0,0,0
12.3,28.000000000000004,6.0032,89,0,1,5,16,0,1,0,0,1,0,0,1,1,0,0,0
9.84,38.0,12.998,190,0,1,5,17,0,1,0,0,1,0,0,1,1,0,0,0
9.84,38.0,8.9981,169,0,1,5,18,0,1,0,0,1,0,0,1,1,0,0,0
9.84,38.0,7.0015,132,0,1,5,19,0,1,0,0,1,0,0,1,1,0,0,0
9.02,47.0,11.0014,89,0,1,5,20,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,51.0,12.998,43,0,1,5,21,0,1,0,0,1,0,0,1,1,0,0,0
7.38,55.00000000000001,8.9981,42,0,1,5,22,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,0.0,19,0,1,5,23,0,1,0,0,1,0,0,1,1,0,0,0
7.38,55.00000000000001,0.0,11,0,1,6,0,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,64.0,0.0,4,0,1,6,1,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,64.0,0.0,2,0,1,6,2,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,64.0,6.0032,1,0,1,6,4,0,1,0,0,1,0,0,1,0,1,0,0
5.74,69.0,6.0032,4,0,1,6,5,0,1,0,0,1,0,0,1,0,1,0,0
5.74,63.0,7.0015,36,0,1,6,6,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,59.0,0.0,95,0,1,6,7,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,59.0,0.0,219,0,1,6,8,0,1,0,0,1,0,0,1,1,0,0,0
7.38,51.0,0.0,122,0,1,6,9,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,47.0,0.0,45,0,1,6,10,0,1,0,0,1,0,0,1,1,0,0,0
9.02,44.0,6.0032,59,0,1,6,11,0,1,0,0,1,0,0,1,1,0,0,0
10.66,35.0,0.0,84,0,1,6,12,0,1,0,0,1,0,0,1,1,0,0,0
10.66,35.0,7.0015,67,0,1,6,13,0,1,0,0,1,0,0,1,1,0,0,0
11.48,36.0,11.0014,70,0,1,6,14,0,1,0,0,1,0,0,1,1,0,0,0
11.48,36.0,0.0,62,0,1,6,15,0,1,0,0,1,0,0,1,1,0,0,0
10.66,38.0,11.0014,86,0,1,6,16,0,1,0,0,1,0,0,1,1,0,0,0
9.02,51.0,11.0014,172,0,1,6,17,0,1,0,0,1,0,0,1,1,0,0,0
9.02,51.0,8.9981,163,0,1,6,18,0,1,0,0,1,0,0,1,1,0,0,0
9.02,55.00000000000001,6.0032,112,0,1,6,19,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,51.0,11.0014,69,0,1,6,20,0,1,0,0,1,0,0,1,1,0,0,0
9.02,55.00000000000001,15.0013,48,0,1,6,21,0,1,0,0,1,0,0,1,0,1,0,0
9.02,51.0,19.0012,52,0,1,6,22,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,59.0,12.998,23,0,1,6,23,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,64.0,12.998,17,0,1,7,0,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,69.0,15.0013,7,0,1,7,1,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,69.0,15.0013,1,0,1,7,2,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,69.0,8.9981,1,0,1,7,4,0,1,0,0,1,0,0,1,0,1,0,0
9.02,55.00000000000001,0.0,5,0,1,7,5,0,1,0,0,1,0,0,1,0,0,0,1
8.200000000000001,69.0,0.0,34,0,1,7,6,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,69.0,8.9981,84,0,1,7,7,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,51.0,16.997899999999998,210,0,1,7,8,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,19.9995,134,0,1,7,9,0,1,0,0,1,0,0,1,1,0,0,0
9.02,37.0,22.0028,63,0,1,7,10,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,40.0,15.0013,67,0,1,7,11,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,37.0,16.997899999999998,59,0,1,7,12,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,37.0,19.0012,73,0,1,7,13,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,16.997899999999998,50,0,1,7,14,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,37.0,11.0014,72,0,1,7,15,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,37.0,11.0014,87,0,1,7,16,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,37.0,0.0,187,0,1,7,17,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,6.0032,123,0,1,7,18,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,55.00000000000001,6.0032,95,0,1,7,19,0,1,0,0,1,0,0,1,1,0,0,0
7.38,47.0,7.0015,51,0,1,7,20,0,1,0,0,1,0,0,1,1,0,0,0
7.38,47.0,8.9981,39,0,1,7,21,0,1,0,0,1,0,0,1,1,0,0,0
7.38,43.0,11.0014,36,0,1,7,22,0,1,0,0,1,0,0,1,0,1,0,0
7.38,51.0,11.0014,15,0,1,7,23,0,1,0,0,1,0,0,1,0,1,0,0
7.38,51.0,11.0014,25,0,1,8,0,0,1,0,0,1,0,1,0,0,1,0,0
7.38,55.00000000000001,6.0032,16,0,1,8,1,0,1,0,0,1,0,1,0,0,1,0,0
7.38,55.00000000000001,0.0,16,0,1,8,2,0,1,0,0,1,0,1,0,0,1,0,0
7.38,55.00000000000001,11.0014,7,0,1,8,3,0,1,0,0,1,0,1,0,0,0,0,1
7.38,55.00000000000001,11.0014,1,0,1,8,4,0,1,0,0,1,0,1,0,0,0,0,1
6.5600000000000005,74.0,11.0014,5,0,1,8,5,0,1,0,0,1,0,1,0,0,1,0,0
6.5600000000000005,74.0,11.0014,2,0,1,8,6,0,1,0,0,1,0,1,0,0,1,0,0
6.5600000000000005,74.0,7.0015,9,0,1,8,7,0,1,0,0,1,0,1,0,0,1,0,0
6.5600000000000005,93.0,7.0015,15,0,1,8,8,0,1,0,0,1,0,1,0,0,0,0,1
6.5600000000000005,93.0,7.0015,20,0,1,8,9,0,1,0,0,1,0,1,0,0,0,0,1
7.38,80.0,11.0014,61,0,1,8,10,0,1,0,0,1,0,1,0,0,1,0,0
8.200000000000001,69.0,26.0027,62,0,1,8,11,0,1,0,0,1,0,1,0,0,1,0,0
8.200000000000001,59.0,23.9994,98,0,1,8,12,0,1,0,0,1,0,1,0,0,1,0,0
8.200000000000001,44.0,22.0028,102,0,1,8,13,0,1,0,0,1,0,1,0,1,0,0,0
8.200000000000001,32.0,32.9975,95,0,1,8,14,0,1,0,0,1,0,1,0,1,0,0,0
8.200000000000001,32.0,30.0026,74,0,1,8,15,0,1,0,0,1,0,1,0,1,0,0,0
7.38,29.0,30.0026,76,0,1,8,16,0,1,0,0,1,0,1,0,1,0,0,0
6.5600000000000005,37.0,36.9974,69,0,1,8,17,0,1,0,0,1,0,1,0,1,0,0,0
5.74,39.0,19.9995,55,0,1,8,18,0,1,0,0,1,0,1,0,1,0,0,0
5.74,36.0,16.997899999999998,30,0,1,8,19,0,1,0,0,1,0,1,0,1,0,0,0
4.92,36.0,16.997899999999998,28,0,1,8,20,0,1,0,0,1,0,1,0,1,0,0,0
4.92,39.0,23.9994,37,0,1,8,21,0,1,0,0,1,0,1,0,1,0,0,0
4.92,36.0,26.0027,34,0,1,8,22,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,39.0,30.0026,22,0,1,8,23,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,42.0,26.0027,25,0,1,9,0,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,42.0,31.0009,12,0,1,9,1,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,46.0,31.0009,11,0,1,9,2,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,46.0,27.9993,4,0,1,9,3,0,1,0,0,1,0,1,0,1,0,0,0
3.28,53.0,12.998,1,0,1,9,4,0,1,0,0,1,0,1,0,1,0,0,0
3.28,53.0,12.998,1,0,1,9,5,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,49.0,19.0012,1,0,1,9,6,0,1,0,0,1,0,1,0,1,0,0,0
3.28,53.0,12.998,6,0,1,9,7,0,1,0,0,1,0,1,0,1,0,0,0
4.1000000000000005,49.0,19.0012,10,0,1,9,8,0,1,0,0,1,0,1,0,1,0,0,0
4.92,46.0,35.0008,19,0,1,9,9,0,1,0,0,1,0,1,0,1,0,0,0
5.74,43.0,26.0027,49,0,1,9,10,0,1,0,0,1,0,1,0,1,0,0,0
6.5600000000000005,40.0,35.0008,49,0,1,9,11,0,1,0,0,1,0,1,0,1,0,0,0
7.38,37.0,30.0026,83,0,1,9,12,0,1,0,0,1,0,1,0,1,0,0,0
8.200000000000001,34.0,30.0026,75,0,1,9,13,0,1,0,0,1,0,1,0,1,0,0,0
9.02,32.0,31.0009,72,0,1,9,14,0,1,0,0,1,0,1,0,1,0,0,0
9.02,35.0,23.9994,82,0,1,9,15,0,1,0,0,1,0,1,0,1,0,0,0
8.200000000000001,34.0,30.0026,92,0,1,9,16,0,1,0,0,1,0,1,0,1,0,0,0
7.38,37.0,26.0027,62,0,1,9,17,0,1,0,0,1,0,1,0,1,0,0,0
6.5600000000000005,40.0,22.0028,48,0,1,9,18,0,1,0,0,1,0,1,0,1,0,0,0
6.5600000000000005,43.0,22.0028,41,0,1,9,19,0,1,0,0,1,0,1,0,1,0,0,0
5.74,46.0,16.997899999999998,38,0,1,9,20,0,1,0,0,1,0,1,0,1,0,0,0
5.74,46.0,27.9993,20,0,1,9,21,0,1,0,0,1,0,1,0,1,0,0,0
5.74,46.0,19.9995,15,0,1,9,22,0,1,0,0,1,0,1,0,1,0,0,0
4.92,50.0,12.998,6,0,1,9,23,0,1,0,0,1,0,1,0,1,0,0,0
4.92,50.0,19.0012,5,0,1,10,0,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,19.0012,1,0,1,10,1,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,15.0013,3,0,1,10,2,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,15.0013,1,0,1,10,3,0,1,0,0,1,0,0,1,1,0,0,0
4.1000000000000005,54.0,8.9981,3,0,1,10,4,0,1,0,0,1,0,0,1,1,0,0,0
4.1000000000000005,54.0,16.997899999999998,3,0,1,10,5,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,19.0012,31,0,1,10,6,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,15.0013,77,0,1,10,7,0,1,0,0,1,0,0,1,1,0,0,0
4.92,50.0,19.0012,188,0,1,10,8,0,1,0,0,1,0,0,1,0,1,0,0
5.74,50.0,16.997899999999998,94,0,1,10,9,0,1,0,0,1,0,0,1,0,1,0,0
5.74,50.0,19.9995,31,0,1,10,10,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,47.0,19.0012,30,0,1,10,11,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,19.0012,52,0,1,10,12,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,19.0012,54,0,1,10,13,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,15.0013,47,0,1,10,14,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,15.0013,45,0,1,10,15,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,40.0,8.9981,74,0,1,10,16,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,40.0,7.0015,178,0,1,10,17,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,40.0,15.0013,155,0,1,10,18,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,47.0,11.0014,95,0,1,10,19,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,50.0,11.0014,74,0,1,10,20,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,12.998,38,0,1,10,21,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,11.0014,24,0,1,10,22,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,11.0014,18,0,1,10,23,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,7.0015,12,0,1,11,0,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,11.0014,3,0,1,11,1,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,55.00000000000001,12.998,3,0,1,11,2,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,55.00000000000001,8.9981,6,0,1,11,5,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,55.00000000000001,8.9981,27,0,1,11,6,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,55.00000000000001,0.0,99,0,1,11,7,0,1,0,0,1,0,0,1,0,1,0,0
7.38,51.0,6.0032,217,0,1,11,8,0,1,0,0,1,0,0,1,0,1,0,0
7.38,51.0,11.0014,130,0,1,11,9,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,51.0,11.0014,54,0,1,11,10,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,47.0,8.9981,35,0,1,11,11,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,51.0,7.0015,57,0,1,11,12,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,59.0,6.0032,52,0,1,11,13,0,1,0,0,1,0,0,1,0,1,0,0
8.200000000000001,59.0,6.0032,63,0,1,11,14,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,80.0,6.0032,47,0,1,11,15,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,86.0,15.0013,76,0,1,11,16,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,86.0,15.0013,136,0,1,11,17,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,93.0,7.0015,95,0,1,11,18,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,93.0,0.0,51,0,1,11,19,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,93.0,12.998,32,0,1,11,20,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,86.0,6.0032,20,0,1,11,21,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,93.0,7.0015,29,0,1,11,22,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,93.0,6.0032,19,0,1,11,23,0,1,0,0,1,0,0,1,0,0,0,1
6.5600000000000005,86.0,6.0032,7,0,1,12,0,0,1,0,0,1,0,0,1,0,1,0,0
6.5600000000000005,86.0,7.0015,6,0,1,12,1,0,1,0,0,1,0,0,1,0,1,0,0
5.74,86.0,8.9981,1,0,1,12,2,0,1,0,0,1,0,0,1,1,0,0,0
5.74,86.0,11.0014,5,0,1,12,5,0,1,0,0,1,0,0,1,1,0,0,0
4.92,93.0,8.9981,16,0,1,12,6,0,1,0,0,1,0,0,1,1,0,0,0
5.74,69.0,8.9981,54,0,1,12,7,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,59.0,11.0014,128,0,1,12,8,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,59.0,22.0028,81,0,1,12,9,0,1,0,0,1,0,0,1,1,0,0,0
7.38,55.00000000000001,15.0013,39,0,1,12,10,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,51.0,26.0027,35,0,1,12,11,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,39.0007,55,0,1,12,12,0,1,0,0,1,0,0,1,1,0,0,0
9.02,44.0,23.9994,49,0,1,12,13,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,22.0028,44,0,1,12,14,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,27.9993,49,0,1,12,15,0,1,0,0,1,0,0,1,1,0,0,0
9.02,44.0,22.0028,68,0,1,12,16,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,23.9994,139,0,1,12,17,0,1,0,0,1,0,0,1,1,0,0,0
8.200000000000001,47.0,35.0008,137,0,1,12,18,0,1,0,0,1,0,0,1,1,0,0,0
7.38,47.0,27.9993,83,0,1,12,19,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,50.0,22.0028,56,0,1,12,20,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,55.00000000000001,22.0028,57,0,1,12,21,0,1,0,0,1,0,0,1,1,0,0,0
6.5600000000000005,55.00000000000001,30.0026,33,0,1,12,22,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,27.9993,20,0,1,12,23,0,1,0,0,1,0,0,1,1,0,0,0
5.74,59.0,19.0012,7,0,1,13,0,0,1,0,0,1,0,0,1,1,0,0,0
5.74,50.0,19.0012,2,0,1,13,1,0,1,0,0,1,0,0,1,1,0,0,0
